Date,11,14,21,22,23,31,32,33,41,42,43,51,53,54,55,56,57,58,61,62,63,71,72,73,74,81,82,83,91,92,101,102,103,104,111,112,113,114,121,122,123,124,131,132,133,134,135,136,141,142,151,152,161,162,163
1950-01-01,0.1170436,0.0578157,0.24772261,0.31014339,0.0658797,0.18055856,0.0363588,0.07428129,0.25834714,0.1915652,0.5501544,1.2400509,28.894948,0.17343758,0.1854731,0.1750007,0.1553429,0.1885831,66.9687966,0.170327,0.271773,1.5983249,0.157193,0.3184548,0.374105,0.7909147,0.168217,36.887787,0.9971596,0.4453937,0.36204,0.226824,0.339412,0.026121,0.0529723,0.0373269,0.0138743,0.0195003,0.1498255,0.001532,0.0579072,0.0406469,21.7733444,70.8738483,0.10028538,0.230172,2.684598,0.1451323,0.3881831,131.3407664,0.1446172,0.010775,0.3254419,0.109797,0.277419
1951-01-01,0.1160897,0.05660642,0.25619323,0.32382359,0.0669929,0.18274452,0.0360612,0.0743638,0.26276955,0.1919849,0.5505823,1.2482074,28.8961636,0.17503688,0.188496,0.1775929,0.1569986,0.1931332,66.98563299,0.170801,0.273767,1.6009771,0.157998,0.3210898,0.377366,0.8108146,0.170826,36.89222,0.9971353,0.4487092,0.366746,0.227898,0.344611,0.026888,0.054693,0.0378833,0.0140158,0.0201963,0.1516456,0.001525,0.0584357,0.0410579,21.8799303,70.8776724,0.10258018,0.2355,2.6874311,0.1486504,0.3941127,131.3440655,0.1469731,0.010754,0.3278161,0.110191,0.277913
1952-01-01,0.1154338,0.05550846,0.26491227,0.344515,0.067906,0.18626458,0.0358636,0.07477061,0.26737526,0.1925058,0.5512175,1.2569658,28.8970781,0.1768239,0.19164685,0.1798845,0.1587486,0.1977852,67.00723366,0.171661,0.286757,1.6037883,0.159107,0.3247358,0.381276,0.8305013,0.173326,36.896883,0.9971061,0.4512146,0.371546,0.228506,0.350337,0.02766,0.0564109,0.0382405,0.0142605,0.0202954,0.1533588,0.001516,0.0588661,0.0414719,21.9860284,70.8820964,0.10523245,0.2411292,2.6906725,0.1523637,0.4001623,131.3475635,0.1496299,0.010637,0.3298203,0.110494,0.278558
1953-01-01,0.1220356,0.05278332,0.26845036,0.31861567,0.0687197,0.18685516,0.0384958,0.07778204,0.27444201,0.1938667,1.1634139,1.2813987,28.8995055,0.17750881,0.19650556,0.1846429,0.161305,0.2059772,66.99768414,0.173446,0.293074,1.6125042,0.16132,0.3318801,0.38929,0.8670078,0.17894,36.90829,1.0068884,0.4577232,0.37994,0.229213,0.358278,0.028135,0.058937,0.0390961,0.0144092,0.0207914,0.1584012,0.001609,0.0597962,0.0424869,22.2172808,70.8902156,0.10787854,0.2502069,2.6952351,0.1590775,0.4070113,131.3504706,0.1564817,0.010417,0.3363358,0.111591,0.280714
1954-01-01,0.1289368,0.04990873,0.27292097,0.3257548,0.0698353,0.19339196,0.0408272,0.08174557,0.28578662,0.1954333,1.1659265,1.3059094,28.901834,0.1793913,0.20204344,0.1900143,0.164273,0.2142393,67.01425097,0.17516,0.299092,1.6213802,0.163258,0.3385653,0.446905,0.9037814,0.184771,36.919701,1.016788,0.4637184,0.388336,0.229711,0.366206,0.028904,0.0612651,0.0400515,0.0146569,0.0211954,0.1637536,0.001601,0.0604332,0.0439129,22.4470334,70.8980322,0.1117869,0.2597917,2.6997205,0.1652893,0.4144723,131.3533858,0.1635296,0.010096,0.3434543,0.1124,0.282964
1955-01-01,0.1356374,0.04770099,0.27823782,0.37599863,0.0707519,0.20780331,0.0433586,0.08602379,0.30257406,0.1971971,1.168243,1.3305163,28.9044631,0.18364994,0.20746116,0.1944986,0.1665403,0.2228954,67.06611037,0.176678,0.304608,1.629982,0.165491,0.3457766,0.455517,0.9401479,0.190198,36.931117,1.0263908,0.4698228,0.396838,0.230116,0.374438,0.029979,0.063893,0.0410068,0.0151086,0.0216955,0.168599,0.001693,0.0613692,0.0449279,22.677392,70.9062474,0.11631504,0.2691762,2.704206,0.1719102,0.4214464,131.356394,0.1704974,0.009575,0.3505659,0.113403,0.285113
1956-01-01,0.1422404,0.04488031,0.28335274,0.41721053,0.0716655,0.22058703,0.0458909,0.09045909,0.31837933,0.1986638,1.1705523,1.354731,28.9066945,0.18710819,0.21304394,0.1998757,0.1694029,0.2311583,67.11024103,0.178685,0.311535,12.509047,0.167622,0.3524889,0.463538,0.9769164,0.196222,36.942424,1.036364,0.4758223,0.405132,0.231123,0.38268,0.03075,0.0663171,0.0418633,0.0153583,0.0220925,0.1738523,0.001884,0.0623053,0.0459519,22.9073619,70.9142645,0.12062535,0.2782659,2.7086995,0.1783187,0.4284965,131.359498,0.1772763,0.009458,0.3578825,0.114509,0.28736
1957-01-01,0.1489414,0.04239791,0.28765133,0.41636932,0.0726821,0.22567215,0.0482232,0.09377878,0.32870404,0.2001295,1.1728706,1.3794387,28.9094218,0.1891592,0.21844072,0.2046542,0.172175,0.2397134,67.12026709,0.179699,0.317349,12.5180159,0.169556,0.3600143,0.472047,1.0137839,0.201951,36.954247,1.0461514,0.4821209,0.413241,0.23182,0.390604,0.031325,0.0690462,0.0427149,0.015607,0.0226925,0.1789998,0.001877,0.0633392,0.0470718,23.1379073,70.9221781,0.12415119,0.2877495,2.713289,0.1849382,0.4353675,131.3628102,0.1841551,0.008939,0.364098,0.115511,0.289614
1958-01-01,0.1556443,0.03980618,0.29197806,0.41243727,0.0737948,0.23030946,0.0508546,0.09735658,0.33852347,0.2014932,1.175184,1.4038487,28.911554,0.19077366,0.22363067,0.2097292,0.1748383,0.2481745,67.12818146,0.181618,0.323478,12.5267799,0.171692,0.3665195,0.480362,1.0500574,0.207573,36.965461,1.056036,0.4886213,0.421736,0.232127,0.398733,0.032097,0.0713713,0.0437672,0.0158547,0.0231966,0.1839522,0.001971,0.0639753,0.0482907,23.3679678,70.9302942,0.12760591,0.2971332,2.7177824,0.191351,0.4427275,131.3657154,0.191338,0.00862,0.3714135,0.116315,0.29197
